Pcr,Stock,Name,종가,시가,고가,저가,대용가,거래량,거래대금,PER,PSR,PBR,PCR,P/EBITDAPS,Dividend Yield,Volatility
350338,4000,롯데정밀화학(주),64700.00 ,65200.00 ,65700.00 ,64500.00 ,49920.00 ,164823.00 ,10729199700.00 ,10.24 ,1.31 ,1.10 ,6.46 ,6.73 ,2.29 ,47.97 
350354,990,(주)DB하이텍,54400.00 ,54800.00 ,55300.00 ,54000.00 ,41340.00 ,486393.00 ,26542106400.00 ,14.26 ,2.53 ,3.13 ,7.24 ,6.73 ,0.63 ,49.64 
350559,5250,(주)녹십자홀딩스,34050.00 ,34200.00 ,34800.00 ,34050.00 ,22270.00 ,290305.00 ,9984668950.00 ,30.68 ,20.51 ,2.69 ,32.73 ,35.75 ,1.40 ,72.01 
350893,880,(주)한화,32450.00 ,32300.00 ,32650.00 ,32050.00 ,24240.00 ,530151.00 ,17188169700.00 ,20.19 ,0.75 ,0.93 ,6.62 ,11.21 ,1.98 ,42.51 
351113,14680,(주)한솔케미칼,250500.00 ,249000.00 ,253000.00 ,248500.00 ,190000.00 ,23758.00 ,5954128000.00 ,26.43 ,6.07 ,5.75 ,20.82 ,18.41 ,0.71 ,42.12 
351350,11780,금호석유화학(주),217000.00 ,212000.00 ,217500.00 ,210000.00 ,155030.00 ,500797.00 ,1.08E+11,13.95 ,1.73 ,3.42 ,9.54 ,9.45 ,1.56 ,67.04 
355399,6280,(주)녹십자,326000.00 ,327000.00 ,329000.00 ,324500.00 ,233280.00 ,63405.00 ,20699636500.00 ,69.81 ,3.03 ,3.79 ,75.98 ,46.45 ,0.45 ,73.10 
361267,26960,(주)동서,31150.00 ,30700.00 ,31250.00 ,30600.00 ,21490.00 ,120363.00 ,3736543150.00 ,26.31 ,6.97 ,2.25 ,40.70 ,84.97 ,2.22 ,46.45 
370380,10130,고려아연(주),436500.00 ,436000.00 ,438500.00 ,433000.00 ,339690.00 ,27139.00 ,11856922000.00 ,13.75 ,1.36 ,1.24 ,19.25 ,7.72 ,3.22 ,33.83 
380130,12330,현대모비스(주),287000.00 ,288000.00 ,296000.00 ,287000.00 ,218120.00 ,593377.00 ,1.73E+11,22.98 ,1.17 ,1.20 ,17.65 ,14.81 ,1.32 ,46.17 
380687,11070,엘지이노텍(주),211000.00 ,212000.00 ,215000.00 ,210500.00 ,159600.00 ,104583.00 ,22229219500.00 ,26.78 ,0.54 ,2.52 ,6.41 ,4.65 ,0.33 ,44.38 
380725,5930,삼성전자(주),81000.00 ,81200.00 ,81700.00 ,80700.00 ,64800.00 ,14087962.00 ,1.14E+12,35.23 ,3.31 ,3.12 ,13.46 ,14.01 ,2.39 ,26.37 
380911,270,기아(주),89800.00 ,89800.00 ,90900.00 ,89000.00 ,66000.00 ,2413487.00 ,2.17E+11,47.04 ,1.05 ,1.73 ,95.99 ,13.21 ,1.10 ,48.52 
380954,5380,현대자동차(주),238500.00 ,237500.00 ,241500.00 ,237000.00 ,184080.00 ,687536.00 ,1.65E+11,118.89 ,1.24 ,1.34 ,8.10 ,17.41 ,1.18 ,46.30 
383511,660,에스케이하이닉스(주),128000.00 ,124500.00 ,128500.00 ,124000.00 ,93480.00 ,4868608.00 ,6.16E+11,20.76 ,2.87 ,2.00 ,8.04 ,7.13 ,0.86 ,36.95 
387586,90430,(주)아모레퍼시픽,277000.00 ,282000.00 ,282500.00 ,276500.00 ,219570.00 ,131721.00 ,36602499500.00 ,181.76 ,6.29 ,4.51 ,50.29 ,53.30 ,0.29 ,37.91 
388742,14820,동원시스템즈(주),45450.00 ,43900.00 ,45650.00 ,43900.00 ,32630.00 ,45802.00 ,2061641100.00 ,28.69 ,2.01 ,2.97 ,20.12 ,15.07 ,1.31 ,57.61 
520047,51600,한전KPS(주),43500.00 ,44300.00 ,44700.00 ,43250.00 ,33320.00 ,469659.00 ,20505339000.00 ,22.79 ,1.51 ,1.88 ,26.40 ,11.10 ,2.63 ,30.96 
620084,4170,(주)신세계,299500.00 ,305500.00 ,306000.00 ,299000.00 ,237900.00 ,114045.00 ,34263055500.00 ,14.08 ,2.02 ,0.82 ,10.99 ,8.98 ,0.50 ,33.57 
622850,36570,(주)엔씨소프트,841000.00 ,851000.00 ,861000.00 ,838000.00 ,645240.00 ,89254.00 ,75599825000.00 ,27.62 ,7.73 ,5.84 ,23.24 ,19.00 ,0.95 ,37.83 
810045,7070,(주)지에스리테일,37950.00 ,37750.00 ,38150.00 ,37700.00 ,29250.00 ,254480.00 ,9637535000.00 ,15.98 ,0.34 ,1.31 ,3.98 ,3.52 ,2.37 ,27.67 
810193,30200,(주)케이티,33050.00 ,33000.00 ,33250.00 ,32700.00 ,25700.00 ,1020653.00 ,33673000900.00 ,12.18 ,0.45 ,0.74 ,1.84 ,1.96 ,3.78 ,22.22 
820032,30000,(주)제일기획,24950.00 ,25300.00 ,25450.00 ,24900.00 ,19770.00 ,223309.00 ,5594382000.00 ,21.36 ,2.90 ,4.08 ,16.43 ,27.36 ,2.96 ,33.75 
820482,12750,(주)에스원,83200.00 ,82400.00 ,83700.00 ,82400.00 ,64270.00 ,82843.00 ,6883782500.00 ,21.16 ,1.29 ,3.39 ,8.44 ,7.87 ,2.67 ,24.08 
820717,18260,삼성에스디에스(주),187500.00 ,188500.00 ,189500.00 ,186500.00 ,146640.00 ,91723.00 ,17215467000.00 ,54.40 ,3.19 ,2.94 ,21.53 ,16.80 ,1.28 ,33.46 
C46093,178920,피아이첨단소재(주),48500.00 ,48250.00 ,48700.00 ,47900.00 ,36700.00 ,185224.00 ,8936228650.00 ,34.13 ,5.44 ,5.25 ,17.60 ,17.47 ,1.47 ,40.22 
C89248,111770,(주)영원무역,44900.00 ,45150.00 ,45850.00 ,44600.00 ,33520.00 ,82823.00 ,3726529600.00 ,33.09 ,1.73 ,1.58 ,13.31 ,15.90 ,1.10 ,44.04 
H32072,139480,(주)이마트,159500.00 ,160500.00 ,161000.00 ,158500.00 ,124800.00 ,91217.00 ,14528946500.00 ,8.07 ,0.30 ,0.49 ,4.91 ,5.37 ,1.21 ,35.10 
I66472,161390,한국타이어앤테크놀로지(주),53600.00 ,53900.00 ,54600.00 ,53000.00 ,39440.00 ,241465.00 ,13022453500.00 ,75.39 ,2.30 ,1.43 ,21.01 ,22.79 ,1.19 ,50.42 
IQ7228,271560,(주)오리온,117500.00 ,118500.00 ,119000.00 ,117500.00 ,92430.00 ,89936.00 ,10616473000.00 ,61.39 ,6.04 ,6.00 ,35.35 ,29.15 ,0.64 ,34.48 
IV0057,280360,롯데웰푸드(주),143500.00 ,144000.00 ,145000.00 ,143500.00 ,108040.00 ,8385.00 ,1207321500.00 ,25.19 ,0.60 ,0.77 ,6.11 ,5.68 ,1.11 ,30.81 
L07656,185750,(주)종근당,132000.00 ,133500.00 ,133500.00 ,131500.00 ,95400.00 ,40031.00 ,5297952000.00 ,16.10 ,1.10 ,2.69 ,13.34 ,9.67 ,0.75 ,77.33 
1471,33780,(주)케이티앤지,85000.00 ,84800.00 ,85100.00 ,84400.00 ,67760.00 ,395532.00 ,33545018600.00 ,9.94 ,3.11 ,1.46 ,9.01 ,7.28 ,5.10 ,17.94 
64847,32640,(주)LG유플러스,15350.00 ,15350.00 ,15500.00 ,15250.00 ,11970.00 ,1440000.00 ,22116357450.00 ,14.82 ,0.54 ,1.03 ,2.85 ,2.24 ,2.93 ,25.61 
86512,69960,(주)현대백화점,86600.00 ,87500.00 ,87600.00 ,86600.00 ,68320.00 ,187532.00 ,16284825100.00 ,18.84 ,1.54 ,0.53 ,7.34 ,7.12 ,1.09 ,30.86 
88102,20000,(주)한섬,42700.00 ,42200.00 ,42950.00 ,41950.00 ,32220.00 ,102673.00 ,4381342350.00 ,10.85 ,0.79 ,1.05 ,6.17 ,5.95 ,0.94 ,37.01 
162210,51900,(주)LG생활건강,1701000.00 ,1688000.00 ,1714000.00 ,1673000.00 ,1332000.00 ,50697.00 ,85959325960.00 ,46.10 ,6.45 ,10.53 ,35.35 ,32.52 ,0.61 ,28.97 
163890,86280,현대글로비스(주),202500.00 ,204500.00 ,205000.00 ,199000.00 ,151330.00 ,219081.00 ,44230905000.00 ,14.57 ,0.59 ,1.79 ,9.84 ,9.58 ,1.73 ,50.61 
170258,57050,(주)현대홈쇼핑,89200.00 ,92000.00 ,92000.00 ,88500.00 ,69610.00 ,47655.00 ,4255162100.00 ,15.94 ,0.94 ,0.73 ,6.44 ,6.13 ,2.35 ,30.56 
208389,69260,티케이지휴켐스(주),22700.00 ,22100.00 ,24000.00 ,22000.00 ,16350.00 ,2104996.00 ,48353054050.00 ,17.68 ,1.47 ,1.41 ,9.67 ,6.88 ,4.14 ,50.69 
251763,68270,(주)셀트리온,270000.00 ,269000.00 ,272000.00 ,269000.00 ,193680.00 ,476193.00 ,1.29E+11,71.07 ,21.36 ,15.62 ,113.08 ,41.67 ,0.01 ,46.56 
310123,4370,(주)농심,321000.00 ,318000.00 ,323500.00 ,317500.00 ,255200.00 ,54465.00 ,17485463000.00 ,20.00 ,0.88 ,0.99 ,10.11 ,11.45 ,1.18 ,20.82 
310140,3230,삼양식품(주),90300.00 ,90100.00 ,90500.00 ,89600.00 ,68470.00 ,25973.00 ,2337466600.00 ,11.75 ,1.07 ,2.17 ,9.68 ,7.49 ,0.89 ,25.54 
310301,7310,(주)오뚜기,544000.00 ,550000.00 ,550000.00 ,543000.00 ,429000.00 ,11310.00 ,6175595000.00 ,13.41 ,0.80 ,1.56 ,41.12 ,8.20 ,1.36 ,17.76 
350338,4000,롯데정밀화학(주),64500.00 ,64800.00 ,65500.00 ,64300.00 ,50460.00 ,129189.00 ,8353740100.00 ,10.21 ,1.30 ,1.10 ,6.44 ,6.71 ,2.30 ,47.17 
350354,990,(주)DB하이텍,56700.00 ,56300.00 ,57500.00 ,55900.00 ,42250.00 ,802871.00 ,45531775100.00 ,14.87 ,2.63 ,3.26 ,7.55 ,7.01 ,0.60 ,49.07 
350559,5250,(주)녹십자홀딩스,33400.00 ,33600.00 ,33750.00 ,33350.00 ,22010.00 ,96118.00 ,3217103100.00 ,30.09 ,20.12 ,2.64 ,32.11 ,35.07 ,1.43 ,71.46 
350893,880,(주)한화,32350.00 ,32000.00 ,32350.00 ,31950.00 ,24390.00 ,370805.00 ,11934515100.00 ,20.13 ,0.74 ,0.92 ,6.60 ,11.17 ,1.99 ,40.72 
351113,14680,(주)한솔케미칼,256000.00 ,253000.00 ,259000.00 ,252000.00 ,191520.00 ,32525.00 ,8321343000.00 ,27.01 ,6.21 ,5.88 ,21.27 ,18.81 ,0.69 ,40.80 
351350,11780,금호석유화학(주),220000.00 ,221500.00 ,222000.00 ,218000.00 ,161690.00 ,199769.00 ,43852785500.00 ,14.14 ,1.76 ,3.47 ,9.67 ,9.58 ,1.54 ,65.79 
355399,6280,(주)녹십자,319000.00 ,319500.00 ,323000.00 ,318500.00 ,230040.00 ,42258.00 ,13540254000.00 ,68.31 ,2.97 ,3.70 ,74.35 ,45.46 ,0.46 ,72.83 
361267,26960,(주)동서,30800.00 ,30750.00 ,31100.00 ,30700.00 ,21520.00 ,107167.00 ,3308010550.00 ,26.01 ,6.89 ,2.22 ,40.24 ,84.01 ,2.25 ,46.08 
370380,10130,고려아연(주),434000.00 ,432500.00 ,438000.00 ,432000.00 ,338910.00 ,37286.00 ,16213618000.00 ,13.67 ,1.36 ,1.23 ,19.14 ,7.68 ,3.24 ,32.30 
380130,12330,현대모비스(주),287000.00 ,287500.00 ,289000.00 ,287000.00 ,218500.00 ,263652.00 ,75873150500.00 ,22.98 ,1.17 ,1.20 ,17.65 ,14.81 ,1.32 ,44.91 
380687,11070,엘지이노텍(주),227500.00 ,226500.00 ,233500.00 ,226500.00 ,171000.00 ,239868.00 ,55149180000.00 ,28.87 ,0.58 ,2.72 ,6.91 ,5.02 ,0.31 ,43.45 
380725,5930,삼성전자(주),80500.00 ,81100.00 ,81100.00 ,80500.00 ,64720.00 ,14916721.00 ,1.2E+12,35.02 ,3.29 ,3.10 ,13.38 ,13.93 ,2.40 ,25.37 
380911,270,기아(주),88500.00 ,88000.00 ,89200.00 ,87600.00 ,64820.00 ,2172637.00 ,1.92E+11,46.36 ,1.03 ,1.70 ,94.60 ,13.02 ,1.12 ,47.33 
380954,5380,현대자동차(주),235000.00 ,237000.00 ,238000.00 ,235000.00 ,184470.00 ,1036077.00 ,2.45E+11,117.15 ,1.22 ,1.32 ,7.98 ,17.15 ,1.20 ,45.38 
383511,660,에스케이하이닉스(주),124500.00 ,127500.00 ,127500.00 ,124500.00 ,96140.00 ,2506112.00 ,3.14E+11,20.19 ,2.79 ,1.95 ,7.82 ,6.94 ,0.88 ,36.43 
387586,90430,(주)아모레퍼시픽,281500.00 ,284500.00 ,285000.00 ,279500.00 ,221910.00 ,139981.00 ,39420050500.00 ,184.71 ,6.39 ,4.58 ,51.11 ,54.17 ,0.28 ,37.14 
388742,14820,동원시스템즈(주),47150.00 ,45200.00 ,47150.00 ,44700.00 ,33480.00 ,93829.00 ,4355359300.00 ,29.77 ,2.08 ,3.08 ,20.87 ,15.63 ,1.26 ,56.70 
520047,51600,한전KPS(주),42100.00 ,42250.00 ,42500.00 ,41750.00 ,31880.00 ,366620.00 ,15426572000.00 ,22.05 ,1.46 ,1.82 ,25.55 ,10.75 ,2.72 ,30.55 
620084,4170,(주)신세계,279500.00 ,291500.00 ,292000.00 ,278000.00 ,227370.00 ,477758.00 ,1.35E+11,13.14 ,1.88 ,0.77 ,10.26 ,8.38 ,0.54 ,32.94 
622850,36570,(주)엔씨소프트,818000.00 ,827000.00 ,831000.00 ,818000.00 ,626240.00 ,87955.00 ,72243028000.00 ,26.86 ,7.52 ,5.68 ,22.61 ,18.48 ,0.98 ,36.89 
810045,7070,(주)지에스리테일,37500.00 ,37600.00 ,37700.00 ,37200.00 ,29210.00 ,303389.00 ,11343972900.00 ,15.79 ,0.34 ,1.30 ,3.93 ,3.47 ,2.40 ,27.14 
810193,30200,(주)케이티,32700.00 ,32950.00 ,33350.00 ,32650.00 ,25620.00 ,1079771.00 ,35515133400.00 ,12.05 ,0.45 ,0.73 ,1.82 ,1.93 ,3.82 ,21.28 
820032,30000,(주)제일기획,25100.00 ,25200.00 ,25300.00 ,24900.00 ,19460.00 ,279436.00 ,7002784400.00 ,21.49 ,2.92 ,4.11 ,16.52 ,27.52 ,2.95 ,31.51 
820482,12750,(주)에스원,80400.00 ,81600.00 ,82200.00 ,80400.00 ,63570.00 ,128087.00 ,10358382000.00 ,20.45 ,1.24 ,3.27 ,8.16 ,7.60 ,2.77 ,22.50 
820717,18260,삼성에스디에스(주),186000.00 ,187500.00 ,189000.00 ,186000.00 ,146250.00 ,124938.00 ,23321605500.00 ,53.96 ,3.16 ,2.92 ,21.36 ,16.67 ,1.29 ,32.22 
C46093,178920,피아이첨단소재(주),51000.00 ,50200.00 ,51800.00 ,49850.00 ,38000.00 ,271974.00 ,13859163750.00 ,35.89 ,5.72 ,5.52 ,18.50 ,18.37 ,1.39 ,38.46 
C89248,111770,(주)영원무역,44200.00 ,44000.00 ,44850.00 ,43650.00 ,32630.00 ,142538.00 ,6298474550.00 ,32.57 ,1.70 ,1.56 ,13.10 ,15.65 ,1.12 ,42.64 
H32072,139480,(주)이마트,162500.00 ,167500.00 ,168000.00 ,161500.00 ,129480.00 ,335400.00 ,54696307500.00 ,8.23 ,0.31 ,0.50 ,5.00 ,5.47 ,1.19 ,34.82 
I66472,161390,한국타이어앤테크놀로지(주),54000.00 ,54000.00 ,54600.00 ,53800.00 ,40100.00 ,193290.00 ,10467606400.00 ,75.95 ,2.32 ,1.44 ,21.16 ,22.96 ,1.19 ,48.81 
IQ7228,271560,(주)오리온,119500.00 ,118000.00 ,120000.00 ,118000.00 ,92040.00 ,104902.00 ,12503843000.00 ,62.43 ,6.14 ,6.11 ,35.95 ,29.64 ,0.63 ,33.50 
IV0057,280360,롯데웰푸드(주),143500.00 ,146000.00 ,146000.00 ,141500.00 ,108410.00 ,14828.00 ,2123313000.00 ,25.19 ,0.60 ,0.77 ,6.11 ,5.68 ,1.11 ,30.12 
L07656,185750,(주)종근당,132000.00 ,131000.00 ,132000.00 ,130500.00 ,94320.00 ,31979.00 ,4203809500.00 ,16.10 ,1.10 ,2.69 ,13.34 ,9.67 ,0.75 ,73.52 
1471,33780,(주)케이티앤지,84700.00 ,84500.00 ,85000.00 ,84400.00 ,67600.00 ,459357.00 ,38879212400.00 ,9.90 ,3.10 ,1.45 ,8.98 ,7.25 ,5.12 ,17.75 
64847,32640,(주)LG유플러스,15650.00 ,15550.00 ,15750.00 ,15500.00 ,12090.00 ,1453160.00 ,22764236500.00 ,15.11 ,0.55 ,1.05 ,2.91 ,2.28 ,2.88 ,25.63 
86512,69960,(주)현대백화점,89200.00 ,86700.00 ,89400.00 ,86100.00 ,67080.00 ,307093.00 ,27098462600.00 ,19.41 ,1.59 ,0.55 ,7.56 ,7.33 ,1.06 ,30.91 
88102,20000,(주)한섬,41700.00 ,41550.00 ,42450.00 ,41400.00 ,31760.00 ,81150.00 ,3402528450.00 ,10.59 ,0.77 ,1.02 ,6.03 ,5.81 ,0.96 ,37.14 
162210,51900,(주)LG생활건강,1763000.00 ,1755000.00 ,1781000.00 ,1746000.00 ,1404000.00 ,24354.00 ,42905889000.00 ,47.78 ,6.69 ,10.91 ,36.64 ,33.70 ,0.59 ,28.10 
163890,86280,현대글로비스(주),213000.00 ,209000.00 ,216000.00 ,208500.00 ,153550.00 ,268902.00 ,57323791000.00 ,15.32 ,0.62 ,1.88 ,10.36 ,10.08 ,1.64 ,50.17 
170258,57050,(주)현대홈쇼핑,89100.00 ,88700.00 ,90000.00 ,88700.00 ,68020.00 ,12825.00 ,1147301800.00 ,15.92 ,0.94 ,0.73 ,6.43 ,6.12 ,2.36 ,30.33 
208389,69260,티케이지휴켐스(주),22900.00 ,23150.00 ,23350.00 ,22800.00 ,17050.00 ,273832.00 ,6303383850.00 ,17.83 ,1.48 ,1.42 ,9.76 ,6.94 ,4.10 ,50.76 
251763,68270,(주)셀트리온,265500.00 ,279500.00 ,281000.00 ,261000.00 ,200520.00 ,1113863.00 ,3.02E+11,69.89 ,21.00 ,15.36 ,111.20 ,40.97 ,0.01 ,46.48 
310123,4370,(주)농심,317000.00 ,315500.00 ,318500.00 ,314000.00 ,254800.00 ,31635.00 ,10012781000.00 ,19.76 ,0.87 ,0.98 ,9.98 ,11.31 ,1.20 ,20.70 
310140,3230,삼양식품(주),91200.00 ,91000.00 ,92500.00 ,91000.00 ,69080.00 ,28015.00 ,2564235700.00 ,11.87 ,1.08 ,2.19 ,9.77 ,7.57 ,0.88 ,25.67 
310301,7310,(주)오뚜기,543000.00 ,543000.00 ,544000.00 ,542000.00 ,423540.00 ,5184.00 ,2816010000.00 ,13.38 ,0.80 ,1.56 ,41.04 ,8.18 ,1.36 ,17.32 
350338,4000,롯데정밀화학(주),63600.00 ,62600.00 ,63600.00 ,62300.00 ,48510.00 ,116278.00 ,7362737200.00 ,10.07 ,1.29 ,1.08 ,6.35 ,6.62 ,2.33 ,47.03 
350354,990,(주)DB하이텍,60100.00 ,60400.00 ,61000.00 ,59100.00 ,45290.00 ,1711300.00 ,1.03E+11,15.76 ,2.79 ,3.46 ,8.00 ,7.43 ,0.57 ,48.76 
350559,5250,(주)녹십자홀딩스,33950.00 ,33600.00 ,34150.00 ,33450.00 ,22040.00 ,113427.00 ,3842768800.00 ,30.59 ,20.45 ,2.69 ,32.64 ,35.65 ,1.41 ,71.38 
350893,880,(주)한화,31700.00 ,31750.00 ,31950.00 ,31600.00 ,23970.00 ,370761.00 ,11790392200.00 ,19.73 ,0.73 ,0.91 ,6.47 ,10.95 ,2.03 ,40.53 
351113,14680,(주)한솔케미칼,249000.00 ,251500.00 ,252500.00 ,247000.00 ,188100.00 ,34658.00 ,8624474500.00 ,26.27 ,6.04 ,5.72 ,20.69 ,18.30 ,0.71 ,40.58 
351350,11780,금호석유화학(주),216000.00 ,214000.00 ,219500.00 ,213500.00 ,157620.00 ,283605.00 ,61438644500.00 ,13.89 ,1.73 ,3.41 ,9.49 ,9.41 ,1.56 ,65.59 
355399,6280,(주)녹십자,319500.00 ,320000.00 ,323500.00 ,318000.00 ,229320.00 ,41842.00 ,13405776500.00 ,68.42 ,2.97 ,3.71 ,74.47 ,45.53 ,0.46 ,72.71 
361267,26960,(주)동서,30950.00 ,30050.00 ,31100.00 ,30050.00 ,21030.00 ,183560.00 ,5622272250.00 ,26.14 ,6.92 ,2.24 ,40.44 ,84.42 ,2.24 ,46.12 
370380,10130,고려아연(주),445000.00 ,436000.00 ,445500.00 ,436000.00 ,339300.00 ,55614.00 ,24645055500.00 ,14.01 ,1.39 ,1.27 ,19.63 ,7.87 ,3.16 ,32.34 
380130,12330,현대모비스(주),292500.00 ,292000.00 ,293500.00 ,289000.00 ,220780.00 ,287066.00 ,83757280500.00 ,23.42 ,1.19 ,1.22 ,17.99 ,15.10 ,1.30 ,44.01 
380687,11070,엘지이노텍(주),227500.00 ,232000.00 ,232500.00 ,227000.00 ,175940.00 ,157581.00 ,36129464500.00 ,28.87 ,0.58 ,2.72 ,6.91 ,5.02 ,0.31 ,43.49 
380725,5930,삼성전자(주),81600.00 ,81500.00 ,81900.00 ,81200.00 ,64960.00 ,13481405.00 ,1.1E+12,35.49 ,3.33 ,3.14 ,13.56 ,14.12 ,2.37 ,25.05 
380911,270,기아(주),90700.00 ,91300.00 ,91500.00 ,89700.00 ,67040.00 ,1821258.00 ,1.65E+11,47.51 ,1.06 ,1.75 ,96.96 ,13.34 ,1.09 ,46.97 
380954,5380,현대자동차(주),243000.00 ,243500.00 ,244000.00 ,241000.00 ,189150.00 ,537893.00 ,1.3E+11,121.14 ,1.27 ,1.37 ,8.25 ,17.73 ,1.16 ,45.11 
383511,660,에스케이하이닉스(주),128500.00 ,128000.00 ,129000.00 ,127500.00 ,95760.00 ,2531018.00 ,3.25E+11,20.84 ,2.88 ,2.01 ,8.07 ,7.16 ,0.86 ,36.43 
387586,90430,(주)아모레퍼시픽,256000.00 ,258000.00 ,259000.00 ,254000.00 ,202800.00 ,270725.00 ,69493690500.00 ,167.98 ,5.81 ,4.17 ,46.48 ,49.26 ,0.31 ,37.32 
388742,14820,동원시스템즈(주),45350.00 ,46100.00 ,46400.00 ,45350.00 ,33590.00 ,22215.00 ,1015568600.00 ,28.63 ,2.00 ,2.96 ,20.08 ,15.04 ,1.31 ,56.78 
520047,51600,한전KPS(주),42750.00 ,42250.00 ,43150.00 ,42250.00 ,32070.00 ,331351.00 ,14192635000.00 ,22.39 ,1.48 ,1.85 ,25.94 ,10.91 ,2.68 ,30.37 
620084,4170,(주)신세계,284000.00 ,285000.00 ,286000.00 ,280000.00 ,216060.00 ,219637.00 ,62100369000.00 ,13.35 ,1.91 ,0.78 ,10.42 ,8.52 ,0.53 ,32.83 
622850,36570,(주)엔씨소프트,826000.00 ,822000.00 ,826000.00 ,817000.00 ,630800.00 ,54054.00 ,44485749000.00 ,27.13 ,7.59 ,5.74 ,22.83 ,18.66 ,0.97 ,36.23 
810045,7070,(주)지에스리테일,37000.00 ,36550.00 ,37200.00 ,36550.00 ,28500.00 ,323077.00 ,11916567700.00 ,15.58 ,0.33 ,1.28 ,3.88 ,3.43 ,2.43 ,27.00 
810193,30200,(주)케이티,32450.00 ,32150.00 ,32550.00 ,32000.00 ,25150.00 ,775310.00 ,25059952900.00 ,11.96 ,0.45 ,0.73 ,1.80 ,1.92 ,3.85 ,21.42 
820032,30000,(주)제일기획,24650.00 ,24250.00 ,24850.00 ,24200.00 ,19110.00 ,184789.00 ,4544401150.00 ,21.10 ,2.87 ,4.03 ,16.23 ,27.03 ,3.00 ,31.78 
820482,12750,(주)에스원,81500.00 ,81000.00 ,81600.00 ,80800.00 ,63330.00 ,57410.00 ,4669201800.00 ,20.73 ,1.26 ,3.32 ,8.27 ,7.71 ,2.73 ,21.90 
820717,18260,삼성에스디에스(주),186000.00 ,187500.00 ,188000.00 ,186000.00 ,145860.00 ,109896.00 ,20521877000.00 ,53.96 ,3.16 ,2.92 ,21.36 ,16.67 ,1.29 ,32.12 
C46093,178920,피아이첨단소재(주),53800.00 ,54400.00 ,54800.00 ,53700.00 ,41720.00 ,234760.00 ,12701907500.00 ,37.86 ,6.04 ,5.82 ,19.52 ,19.37 ,1.32 ,38.21 
C89248,111770,(주)영원무역,43550.00 ,42900.00 ,44100.00 ,42700.00 ,31740.00 ,102483.00 ,4466592500.00 ,32.09 ,1.67 ,1.53 ,12.91 ,15.42 ,1.14 ,42.23 
H32072,139480,(주)이마트,165000.00 ,167000.00 ,168000.00 ,160000.00 ,122460.00 ,759328.00 ,1.25E+11,8.35 ,0.31 ,0.51 ,5.07 ,5.55 ,1.17 ,34.99 
I66472,161390,한국타이어앤테크놀로지(주),53000.00 ,51800.00 ,53400.00 ,50700.00 ,38620.00 ,438175.00 ,22781917900.00 ,74.54 ,2.27 ,1.41 ,20.77 ,22.54 ,1.21 ,49.39 
IQ7228,271560,(주)오리온,120000.00 ,120500.00 ,120500.00 ,119500.00 ,93990.00 ,63024.00 ,7559184000.00 ,62.70 ,6.17 ,6.13 ,36.10 ,29.77 ,0.62 ,33.43 
IV0057,280360,롯데웰푸드(주),141500.00 ,141000.00 ,144000.00 ,141000.00 ,103600.00 ,11704.00 ,1671397500.00 ,24.84 ,0.59 ,0.76 ,6.02 ,5.60 ,1.13 ,29.85 
L07656,185750,(주)종근당,135000.00 ,133500.00 ,135500.00 ,133500.00 ,96120.00 ,62152.00 ,8382709500.00 ,16.47 ,1.12 ,2.75 ,13.65 ,9.89 ,0.74 ,73.01 
1471,33780,(주)케이티앤지,84500.00 ,84400.00 ,84500.00 ,84100.00 ,67600.00 ,268391.00 ,22618428700.00 ,9.88 ,3.09 ,1.45 ,8.96 ,7.24 ,5.13 ,17.71 
64847,32640,(주)LG유플러스,15100.00 ,14900.00 ,15100.00 ,14850.00 ,11660.00 ,1281621.00 ,19292506150.00 ,14.58 ,0.53 ,1.01 ,2.80 ,2.20 ,2.98 ,25.30 
86512,69960,(주)현대백화점,86700.00 ,86900.00 ,87400.00 ,86500.00 ,67700.00 ,60099.00 ,5213357900.00 ,18.86 ,1.54 ,0.53 ,7.34 ,7.13 ,1.09 ,30.41 
88102,20000,(주)한섬,41950.00 ,41950.00 ,42500.00 ,41700.00 ,31880.00 ,155594.00 ,6540066450.00 ,10.66 ,0.77 ,1.03 ,6.06 ,5.85 ,0.96 ,36.86 
162210,51900,(주)LG생활건강,1729000.00 ,1741000.00 ,1779000.00 ,1721000.00 ,1416000.00 ,35414.00 ,61673368396.00 ,46.85 ,6.56 ,10.70 ,35.93 ,33.05 ,0.60 ,27.17 
163890,86280,현대글로비스(주),205500.00 ,206000.00 ,209000.00 ,204500.00 ,152440.00 ,87808.00 ,18123901000.00 ,14.78 ,0.60 ,1.81 ,9.99 ,9.72 ,1.70 ,50.06 
170258,57050,(주)현대홈쇼핑,88600.00 ,89600.00 ,90700.00 ,88500.00 ,68930.00 ,16312.00 ,1456699100.00 ,15.83 ,0.94 ,0.73 ,6.40 ,6.08 ,2.37 ,30.43 
208389,69260,티케이지휴켐스(주),23100.00 ,23100.00 ,23400.00 ,23050.00 ,17550.00 ,153603.00 ,3560839250.00 ,17.99 ,1.49 ,1.44 ,9.84 ,7.00 ,4.06 ,50.63 
251763,68270,(주)셀트리온,266000.00 ,267500.00 ,267500.00 ,264500.00 ,197950.00 ,352786.00 ,93802199000.00 ,70.02 ,21.04 ,15.38 ,111.41 ,41.05 ,0.01 ,46.23 
